Sample_Type,RNA_File_ID,RNA_File_Name,Case_ID,Sample_ID,RNA_Sample_ID,Slide_Sample_ID,Slide_ID,Slide_File_Name
Metastatic,37b4817f-dce9-4cc4-bb71-9a6c87a8b04c,b4474f7c-f371-4ecb-8c2f-cd7b5d5d243b.FPKM-UQ.txt.gz,TCGA-E2-A15E,TCGA-E2-A15E-06,TCGA-E2-A15E-06A,TCGA-E2-A15E-06Z,TCGA-E2-A15E-06Z-00-DX1,TCGA-E2-A15E-06Z-00-DX1.D394A007-91A2-4445-9B4A-1629EE684A51.svs
Primary Tumor,306ebb1d-51ce-42ff-85a2-a4a0265c8e3c,157d34d0-1e1b-4004-9141-34bfe201788c.FPKM-UQ.txt.gz,TCGA-E2-A15F,TCGA-E2-A15F-01,TCGA-E2-A15F-01A,TCGA-E2-A15F-01Z,TCGA-E2-A15F-01Z-00-DX1,TCGA-E2-A15F-01Z-00-DX1.F022214A-3F0C-4DA4-A0EE-735D27480A45.svs
Primary Tumor,f2b3684d-d2e5-4139-bb57-8fa74ce48f35,b41174a5-4db8-438c-a9fa-6da8c08a9c75.FPKM-UQ.txt.gz,TCGA-E2-A15G,TCGA-E2-A15G-01,TCGA-E2-A15G-01A,TCGA-E2-A15G-01Z,TCGA-E2-A15G-01Z-00-DX1,TCGA-E2-A15G-01Z-00-DX1.BAA5235E-1022-463B-A852-586ED7CA75FF.svs
Primary Tumor,cfe27ffc-c438-41f8-9197-d92351498af6,1c903a79-fbee-47a4-8847-79d9242a2fcf.FPKM-UQ.txt.gz,TCGA-E2-A15H,TCGA-E2-A15H-01,TCGA-E2-A15H-01A,TCGA-E2-A15H-01Z,TCGA-E2-A15H-01Z-00-DX1,TCGA-E2-A15H-01Z-00-DX1.E3A9DFDC-204D-4F03-98D9-97BBBB74E840.svs
Primary Tumor,681079f5-75e7-4301-a3c7-d83eae21387c,f6466e05-5aea-4d32-a97a-c65589f327e2.FPKM-UQ.txt.gz,TCGA-E2-A15I,TCGA-E2-A15I-01,TCGA-E2-A15I-01A,TCGA-E2-A15I-01Z,TCGA-E2-A15I-01Z-00-DX1,TCGA-E2-A15I-01Z-00-DX1.DFF60A40-B03D-438F-A233-06132A213619.svs
Primary Tumor,52c42c0f-3a4b-4503-ae3e-092b0c7b33a8,0320d3aa-0b8c-4bda-854a-eed5a2d48eda.FPKM-UQ.txt.gz,TCGA-E2-A15J,TCGA-E2-A15J-01,TCGA-E2-A15J-01A,TCGA-E2-A15J-01Z,TCGA-E2-A15J-01Z-00-DX1,TCGA-E2-A15J-01Z-00-DX1.BF7901D1-30B1-4A76-B0A5-E9B8B36EF4C9.svs
Primary Tumor,a5f47b14-d296-4768-b929-5ebb78de29c2,112c740e-8830-4ed0-99cd-eadd91276f63.FPKM-UQ.txt.gz,TCGA-E2-A15K,TCGA-E2-A15K-01,TCGA-E2-A15K-01A,TCGA-E2-A15K-01Z,TCGA-E2-A15K-01Z-00-DX1,TCGA-E2-A15K-01Z-00-DX1.9F424BE2-9BFE-4DFF-8CC9-10D2DADBBEA7.svs
Primary Tumor,f95d34ac-5f5c-4ff8-a185-1c4851e66054,895c3465-8933-414f-a27c-83389d6f82ec.FPKM-UQ.txt.gz,TCGA-E2-A15L,TCGA-E2-A15L-01,TCGA-E2-A15L-01A,TCGA-E2-A15L-01Z,TCGA-E2-A15L-01Z-00-DX1,TCGA-E2-A15L-01Z-00-DX1.626032DC-D396-48E7-B888-DFEBCF7102FF.svs
Primary Tumor,7d9751d6-72b0-4359-86a2-15365856d000,6c60605b-a647-481e-976d-f2945740faf8.FPKM-UQ.txt.gz,TCGA-E2-A15M,TCGA-E2-A15M-01,TCGA-E2-A15M-01A,TCGA-E2-A15M-01Z,TCGA-E2-A15M-01Z-00-DX1,TCGA-E2-A15M-01Z-00-DX1.6E4671E5-18EA-4464-BE7C-C94767136E5C.svs
Primary Tumor,73ac5334-b388-4375-9c29-2a7422c40c0d,ea8498cf-e0d1-4c68-8459-36aeeca9dd53.FPKM-UQ.txt.gz,TCGA-E2-A15O,TCGA-E2-A15O-01,TCGA-E2-A15O-01A,TCGA-E2-A15O-01Z,TCGA-E2-A15O-01Z-00-DX1,TCGA-E2-A15O-01Z-00-DX1.4D0F3975-93EA-4DC2-AD0C-A76A24C3AE0C.svs
Primary Tumor,f926abd5-27bf-424c-9b8b-25c9c7ce53b7,5deaf7ee-54a9-40b0-966d-b8478aa11207.FPKM-UQ.txt.gz,TCGA-E2-A15P,TCGA-E2-A15P-01,TCGA-E2-A15P-01A,TCGA-E2-A15P-01Z,TCGA-E2-A15P-01Z-00-DX1,TCGA-E2-A15P-01Z-00-DX1.4C7F95DC-B319-4A78-8F34-8CB9166EA6A8.svs
Primary Tumor,5225ddfb-f351-4d5d-95ea-784a45aca7b5,e4b48aa4-4fc3-48b6-9f65-01e99fc85608.FPKM-UQ.txt.gz,TCGA-E2-A15R,TCGA-E2-A15R-01,TCGA-E2-A15R-01A,TCGA-E2-A15R-01Z,TCGA-E2-A15R-01Z-00-DX1,TCGA-E2-A15R-01Z-00-DX1.B58D2D9D-05EE-4D66-8DC0-9E5C6AD2E3D3.svs
Primary Tumor,18757ab1-ed5c-41d2-9a86-f8ef177d7649,88ac1ce3-6538-4bf2-960c-80aebb70a148.FPKM-UQ.txt.gz,TCGA-E2-A15S,TCGA-E2-A15S-01,TCGA-E2-A15S-01A,TCGA-E2-A15S-01Z,TCGA-E2-A15S-01Z-00-DX1,TCGA-E2-A15S-01Z-00-DX1.77CFA95F-F1AE-41BD-BAF8-BCA6F0DFA3A3.svs
Primary Tumor,1e9b7b38-0464-4306-b81c-ef6af982ffdf,b52e7b94-7fcc-4e31-ade1-0898a418598a.FPKM-UQ.txt.gz,TCGA-E2-A15T,TCGA-E2-A15T-01,TCGA-E2-A15T-01A,TCGA-E2-A15T-01Z,TCGA-E2-A15T-01Z-00-DX1,TCGA-E2-A15T-01Z-00-DX1.23913E37-53A8-4E11-9B64-CDD016F6D87A.svs
Primary Tumor,d7fddb99-6df0-4858-a563-7cbf3b99862a,c0b05393-e154-459d-a17a-9e03d404ae6e.FPKM-UQ.txt.gz,TCGA-E2-A1AZ,TCGA-E2-A1AZ-01,TCGA-E2-A1AZ-01A,TCGA-E2-A1AZ-01Z,TCGA-E2-A1AZ-01Z-00-DX1,TCGA-E2-A1AZ-01Z-00-DX1.FE769F5F-385B-4DCF-819A-735C98D84FA8.svs
Primary Tumor,d9a697cc-0476-4939-9f32-4fd63a49199c,220d10e6-c62c-4ac3-bd77-62ccc3676962.FPKM-UQ.txt.gz,TCGA-E2-A1B0,TCGA-E2-A1B0-01,TCGA-E2-A1B0-01A,TCGA-E2-A1B0-01Z,TCGA-E2-A1B0-01Z-00-DX1,TCGA-E2-A1B0-01Z-00-DX1.4C50EC91-A62A-450E-88C0-7DCAB8E9724C.svs
Primary Tumor,f879bd08-b567-450d-a277-3b88ea93b777,83da7937-9e38-46f0-967a-bcfaeaea1588.FPKM-UQ.txt.gz,TCGA-E2-A1B1,TCGA-E2-A1B1-01,TCGA-E2-A1B1-01A,TCGA-E2-A1B1-01Z,TCGA-E2-A1B1-01Z-00-DX1,TCGA-E2-A1B1-01Z-00-DX1.7C8DF153-B09B-44C7-87B8-14591E319354.svs
Primary Tumor,3fc6d13d-a3ae-49db-a744-85df78b3e828,bdc7d527-3905-4905-b245-b282883ea3a6.FPKM-UQ.txt.gz,TCGA-E2-A1B4,TCGA-E2-A1B4-01,TCGA-E2-A1B4-01A,TCGA-E2-A1B4-01Z,TCGA-E2-A1B4-01Z-00-DX1,TCGA-E2-A1B4-01Z-00-DX1.E585C4FB-0D3E-4160-8192-53A329648F5C.svs
Primary Tumor,9fa4616a-b31c-4513-9acd-2903118bfd1e,d4924657-2b67-4083-8190-bd4c15534066.FPKM-UQ.txt.gz,TCGA-E2-A1B5,TCGA-E2-A1B5-01,TCGA-E2-A1B5-01A,TCGA-E2-A1B5-01Z,TCGA-E2-A1B5-01Z-00-DX1,TCGA-E2-A1B5-01Z-00-DX1.AB19FF3D-5C42-4D49-ABEA-D2315709B6EA.svs
Primary Tumor,68110c62-521c-4352-b8fb-acc69f9a162f,c42cc842-bd51-456c-bb5f-f900c8223dae.FPKM-UQ.txt.gz,TCGA-E2-A1B6,TCGA-E2-A1B6-01,TCGA-E2-A1B6-01A,TCGA-E2-A1B6-01Z,TCGA-E2-A1B6-01Z-00-DX1,TCGA-E2-A1B6-01Z-00-DX1.8CD458BE-C4F9-4AF3-A927-18C042E9B4B7.svs
Primary Tumor,72156600-64ea-4826-a6a0-16aa41b277c8,99c7b545-c90e-407f-9086-0ef8e108f973.FPKM-UQ.txt.gz,TCGA-E2-A1BC,TCGA-E2-A1BC-01,TCGA-E2-A1BC-01A,TCGA-E2-A1BC-01Z,TCGA-E2-A1BC-01Z-00-DX1,TCGA-E2-A1BC-01Z-00-DX1.FD19F2F8-497F-4D7D-97C6-271DC6B75173.svs
Primary Tumor,ee34c3cb-dff3-45cb-acc7-caf2d9b1fb26,ee7de819-1be1-4028-8e15-7da042502687.FPKM-UQ.txt.gz,TCGA-E2-A1BD,TCGA-E2-A1BD-01,TCGA-E2-A1BD-01A,TCGA-E2-A1BD-01Z,TCGA-E2-A1BD-01Z-00-DX1,TCGA-E2-A1BD-01Z-00-DX1.A2AFF7AD-ED47-43E4-87FE-62882BAEB8DA.svs
Primary Tumor,861110fc-aeae-47ed-bc3b-9389acb4f417,6d44a9ba-d0f4-4d8b-b368-036d00198d1f.FPKM-UQ.txt.gz,TCGA-E2-A1IE,TCGA-E2-A1IE-01,TCGA-E2-A1IE-01A,TCGA-E2-A1IE-01Z,TCGA-E2-A1IE-01Z-00-DX1,TCGA-E2-A1IE-01Z-00-DX1.D6BF29A7-4FBD-4F7D-B093-991FA0F49FE8.svs
Primary Tumor,05fc178b-720e-4241-8b71-617fb9357f23,383e04eb-e6c6-4138-b336-1847e128807b.FPKM-UQ.txt.gz,TCGA-E2-A1IF,TCGA-E2-A1IF-01,TCGA-E2-A1IF-01A,TCGA-E2-A1IF-01Z,TCGA-E2-A1IF-01Z-00-DX1,TCGA-E2-A1IF-01Z-00-DX1.51F5B0AC-E4D6-439D-8168-34934471FA06.svs
Primary Tumor,a6cd83ab-04b3-4551-bfa3-e7d6c637724f,999edb9e-8a45-4115-84d5-fca75dcfa639.FPKM-UQ.txt.gz,TCGA-E2-A1IG,TCGA-E2-A1IG-01,TCGA-E2-A1IG-01A,TCGA-E2-A1IG-01Z,TCGA-E2-A1IG-01Z-00-DX1,TCGA-E2-A1IG-01Z-00-DX1.C894EEA1-708A-4043-8C60-3BCA98AA751E.svs
Primary Tumor,27cbf5b7-22d3-4831-8fcf-9c78d80e6469,168e9550-9975-4230-847a-71d868d46fb6.FPKM-UQ.txt.gz,TCGA-E2-A1IH,TCGA-E2-A1IH-01,TCGA-E2-A1IH-01A,TCGA-E2-A1IH-01Z,TCGA-E2-A1IH-01Z-00-DX1,TCGA-E2-A1IH-01Z-00-DX1.816F0C54-D87E-4E23-891B-98169F5B439B.svs
Primary Tumor,f73f86d2-ae4a-49b3-81af-2ef04c7ddd4e,79b3f166-d05a-4a27-ac51-31a6e36bd349.FPKM-UQ.txt.gz,TCGA-E2-A1II,TCGA-E2-A1II-01,TCGA-E2-A1II-01A,TCGA-E2-A1II-01Z,TCGA-E2-A1II-01Z-00-DX1,TCGA-E2-A1II-01Z-00-DX1.7F782477-0F92-4C57-8735-A1E3F95A6B94.svs
Primary Tumor,2973958c-9d91-47f3-9d37-bb7baa55e591,ae53b898-c61d-4137-824a-104a4202299c.FPKM-UQ.txt.gz,TCGA-E2-A1IJ,TCGA-E2-A1IJ-01,TCGA-E2-A1IJ-01A,TCGA-E2-A1IJ-01Z,TCGA-E2-A1IJ-01Z-00-DX1,TCGA-E2-A1IJ-01Z-00-DX1.00093877-7B01-42D3-857C-987BC1F604A3.svs
Primary Tumor,26a030b6-dd1c-457b-87c1-1840231b7599,00587432-3004-4d4b-9dc2-8c90c81f7640.FPKM-UQ.txt.gz,TCGA-E2-A1IK,TCGA-E2-A1IK-01,TCGA-E2-A1IK-01A,TCGA-E2-A1IK-01Z,TCGA-E2-A1IK-01Z-00-DX1,TCGA-E2-A1IK-01Z-00-DX1.25C554BB-AA90-4FF4-9D68-EEC899B8A27D.svs
Primary Tumor,4268f77f-91d3-46bf-9117-2022612c1fb6,8a90ba95-4d75-415c-867c-dad5f14eadad.FPKM-UQ.txt.gz,TCGA-E2-A1IL,TCGA-E2-A1IL-01,TCGA-E2-A1IL-01A,TCGA-E2-A1IL-01Z,TCGA-E2-A1IL-01Z-00-DX1,TCGA-E2-A1IL-01Z-00-DX1.46B6AA99-C7CE-4573-B15D-2C56A708B082.svs
Primary Tumor,e57830f0-f7cf-4af8-9b29-02fcb77c9587,95bae25e-21b8-4b27-a2da-f6ab696f674a.FPKM-UQ.txt.gz,TCGA-E2-A1IN,TCGA-E2-A1IN-01,TCGA-E2-A1IN-01A,TCGA-E2-A1IN-01Z,TCGA-E2-A1IN-01Z-00-DX1,TCGA-E2-A1IN-01Z-00-DX1.F63F004F-847D-41B0-BAEF-3189D4965838.svs
Primary Tumor,55ca90d1-5534-4fea-8758-04e15c641aa3,84ab7d33-de05-49a8-af92-5ce869de2561.FPKM-UQ.txt.gz,TCGA-E2-A1IO,TCGA-E2-A1IO-01,TCGA-E2-A1IO-01A,TCGA-E2-A1IO-01Z,TCGA-E2-A1IO-01Z-00-DX1,TCGA-E2-A1IO-01Z-00-DX1.C812D02F-3B40-496B-9EF5-7F68ADE64962.svs
Primary Tumor,92e73892-811b-4edd-b3db-d452bc5d28e0,2edcaaa7-63b4-40b4-abbe-5d7a84012e60.FPKM-UQ.txt.gz,TCGA-E2-A1IU,TCGA-E2-A1IU-01,TCGA-E2-A1IU-01A,TCGA-E2-A1IU-01Z,TCGA-E2-A1IU-01Z-00-DX1,TCGA-E2-A1IU-01Z-00-DX1.E2F24814-24BA-4158-8841-F27A8E100589.svs
Primary Tumor,354f3d04-0bd9-4b1e-89ef-e133def73899,c7944a7a-c074-43fd-b736-8414bc86467c.FPKM-UQ.txt.gz,TCGA-E2-A1L6,TCGA-E2-A1L6-01,TCGA-E2-A1L6-01A,TCGA-E2-A1L6-01Z,TCGA-E2-A1L6-01Z-00-DX1,TCGA-E2-A1L6-01Z-00-DX1.AFE87067-2BFD-42C2-9334-9DDE8AB61B49.svs
Primary Tumor,73184ebc-60b2-4ade-8cff-b2dd9286eb6f,92d61df7-5fb6-440d-8a44-fcc1f51c2aee.FPKM-UQ.txt.gz,TCGA-E2-A1L7,TCGA-E2-A1L7-01,TCGA-E2-A1L7-01A,TCGA-E2-A1L7-01Z,TCGA-E2-A1L7-01Z-00-DX1,TCGA-E2-A1L7-01Z-00-DX1.BE796CD2-2E81-44E8-8CA2-85B4D2A31B64.svs
Primary Tumor,d56afac4-147d-4041-b82a-7cd445b35ddf,ad2fae5f-ac5e-466a-9aef-8bd77ba15961.FPKM-UQ.txt.gz,TCGA-E2-A1L8,TCGA-E2-A1L8-01,TCGA-E2-A1L8-01A,TCGA-E2-A1L8-01Z,TCGA-E2-A1L8-01Z-00-DX1,TCGA-E2-A1L8-01Z-00-DX1.842BF73D-2D64-4ABA-880D-DBE8F4C2AA19.svs
Primary Tumor,de69f138-4350-497f-884a-82c814cb5fd9,5c09d572-3fb3-4b7b-ac32-279c6351554c.FPKM-UQ.txt.gz,TCGA-E2-A1L9,TCGA-E2-A1L9-01,TCGA-E2-A1L9-01A,TCGA-E2-A1L9-01Z,TCGA-E2-A1L9-01Z-00-DX1,TCGA-E2-A1L9-01Z-00-DX1.F2CC1036-8EEE-4664-962E-541B8ACB10DE.svs
Primary Tumor,b29026d0-c47a-4b88-aab9-155392a4e63f,ab1f0023-6b52-41b6-9867-87599e4d6d60.FPKM-UQ.txt.gz,TCGA-E2-A1LA,TCGA-E2-A1LA-01,TCGA-E2-A1LA-01A,TCGA-E2-A1LA-01Z,TCGA-E2-A1LA-01Z-00-DX1,TCGA-E2-A1LA-01Z-00-DX1.AE49E943-B830-4ED9-B09E-E499441BC2EC.svs
Primary Tumor,85f9ba9e-c157-4733-8c85-2ce97b57d236,c592e62e-5de0-4c40-8e4c-f56b9546a545.FPKM-UQ.txt.gz,TCGA-E2-A1LB,TCGA-E2-A1LB-01,TCGA-E2-A1LB-01A,TCGA-E2-A1LB-01Z,TCGA-E2-A1LB-01Z-00-DX1,TCGA-E2-A1LB-01Z-00-DX1.B4AFDB08-BA09-4F6E-806E-4054B790AB8E.svs
Primary Tumor,c2c73b9b-5d43-4c25-a396-cc6230a54789,83ae9156-437f-4ca1-b66b-43f8559ff592.FPKM-UQ.txt.gz,TCGA-E2-A1LE,TCGA-E2-A1LE-01,TCGA-E2-A1LE-01A,TCGA-E2-A1LE-01Z,TCGA-E2-A1LE-01Z-00-DX1,TCGA-E2-A1LE-01Z-00-DX1.22856B2A-FBAA-4530-AEEC-E8F77BDA7F7F.svs
Primary Tumor,025543f9-f6f4-4ae8-8d71-01e805f914c7,d4675ebb-2444-4e2f-ade2-5c5af9882399.FPKM-UQ.txt.gz,TCGA-E2-A1LG,TCGA-E2-A1LG-01,TCGA-E2-A1LG-01A,TCGA-E2-A1LG-01Z,TCGA-E2-A1LG-01Z-00-DX1,TCGA-E2-A1LG-01Z-00-DX1.8ff0fdd8-e5d5-4ff8-8707-4a760aaa5d36.svs
Primary Tumor,ee3f77ff-7347-49b4-8729-29a0d5fd029f,6533d5fa-8631-4e68-ba3b-2039aa8c96cb.FPKM-UQ.txt.gz,TCGA-E2-A1LH,TCGA-E2-A1LH-01,TCGA-E2-A1LH-01A,TCGA-E2-A1LH-01Z,TCGA-E2-A1LH-01Z-00-DX1,TCGA-E2-A1LH-01Z-00-DX1.F85384B7-1EBF-4F57-A45B-4A668B68E535.svs
Primary Tumor,8979b103-c1c9-4b23-8b32-00d5931207fa,42441c09-0118-4457-8442-8ed8f4178cbb.FPKM-UQ.txt.gz,TCGA-E2-A1LI,TCGA-E2-A1LI-01,TCGA-E2-A1LI-01A,TCGA-E2-A1LI-01Z,TCGA-E2-A1LI-01Z-00-DX1,TCGA-E2-A1LI-01Z-00-DX1.503dd2fa-23ef-4b11-8aab-301e069eaa88.svs
Primary Tumor,5e49cf54-0031-41c5-8e97-ed3e39232947,4fd836c4-32d6-4d8c-a660-0b198ebfd954.FPKM-UQ.txt.gz,TCGA-E2-A1LK,TCGA-E2-A1LK-01,TCGA-E2-A1LK-01A,TCGA-E2-A1LK-01Z,TCGA-E2-A1LK-01Z-00-DX1,TCGA-E2-A1LK-01Z-00-DX1.5EBAA1F4-F1B4-4938-A51F-0246621BB0ED.svs
Primary Tumor,9a3df7bd-c861-4e2f-bd16-87f0d198e4f1,c77a24cf-b389-4c74-8477-792a1529b1fb.FPKM-UQ.txt.gz,TCGA-E2-A1LL,TCGA-E2-A1LL-01,TCGA-E2-A1LL-01A,TCGA-E2-A1LL-01Z,TCGA-E2-A1LL-01Z-00-DX1,TCGA-E2-A1LL-01Z-00-DX1.D1AA1613-902C-4579-9612-48A76042B0AE.svs
Primary Tumor,5dbef6f5-0a4b-4d5a-835a-e98a64fcbb74,4a775326-e623-47d4-b105-d32fc21afb8a.FPKM-UQ.txt.gz,TCGA-E2-A1LS,TCGA-E2-A1LS-01,TCGA-E2-A1LS-01A,TCGA-E2-A1LS-01Z,TCGA-E2-A1LS-01Z-00-DX1,TCGA-E2-A1LS-01Z-00-DX1.9a43a58a-df40-4375-8456-ef0071bc9eb9.svs
Primary Tumor,56610045-bade-4214-9361-047954d33646,171a4828-984e-4225-b16c-c0bd6c319e06.FPKM-UQ.txt.gz,TCGA-E2-A2P5,TCGA-E2-A2P5-01,TCGA-E2-A2P5-01A,TCGA-E2-A2P5-01Z,TCGA-E2-A2P5-01Z-00-DX1,TCGA-E2-A2P5-01Z-00-DX1.375B5E5D-D8D0-425C-9163-6DF26E31BBE1.svs
Primary Tumor,ab1c6a2c-fc10-456d-85cd-24e5b91c56f6,a6c37f79-63ef-47b6-8709-94ce7b88a1a8.FPKM-UQ.txt.gz,TCGA-E2-A2P6,TCGA-E2-A2P6-01,TCGA-E2-A2P6-01A,TCGA-E2-A2P6-01Z,TCGA-E2-A2P6-01Z-00-DX1,TCGA-E2-A2P6-01Z-00-DX1.9D8060AA-881F-49FF-AEF5-B40A3625A44A.svs
Primary Tumor,d6848284-ae56-4e9c-abdd-5f581e68e855,7abbb947-e35b-484c-a84f-d903268d219b.FPKM-UQ.txt.gz,TCGA-E2-A3DX,TCGA-E2-A3DX-01,TCGA-E2-A3DX-01A,TCGA-E2-A3DX-01Z,TCGA-E2-A3DX-01Z-00-DX1,TCGA-E2-A3DX-01Z-00-DX1.75094CA2-CE51-4886-A564-BD10043A6E4C.svs
Primary Tumor,b047a126-6350-4add-87d6-ffa665214fb6,39d6716f-d898-494e-9f41-7972de1e6670.FPKM-UQ.txt.gz,TCGA-E2-A56Z,TCGA-E2-A56Z-01,TCGA-E2-A56Z-01A,TCGA-E2-A56Z-01Z,TCGA-E2-A56Z-01Z-00-DX1,TCGA-E2-A56Z-01Z-00-DX1.EC28E279-B869-4485-A19F-C732D4CCD374.svs
Primary Tumor,a472e21b-5dc4-4077-b8e0-e4b14877718f,47af78ae-c41a-401f-a88b-d7e35831f816.FPKM-UQ.txt.gz,TCGA-E2-A570,TCGA-E2-A570-01,TCGA-E2-A570-01A,TCGA-E2-A570-01Z,TCGA-E2-A570-01Z-00-DX1,TCGA-E2-A570-01Z-00-DX1.64E5F2CA-9396-40DC-A300-04A54657BDE6.svs
Primary Tumor,22b65675-a908-41fe-91d3-8fb50685b276,a44f0621-899c-4aee-bca7-902147d6876b.FPKM-UQ.txt.gz,TCGA-E2-A572,TCGA-E2-A572-01,TCGA-E2-A572-01A,TCGA-E2-A572-01Z,TCGA-E2-A572-01Z-00-DX1,TCGA-E2-A572-01Z-00-DX1.7DDF1C25-58E2-4AF9-B831-598222A4E85D.svs
Primary Tumor,eedc2068-c127-4771-b21c-633f9e262007,f641a19d-8497-4bc7-9df1-5228adfd5334.FPKM-UQ.txt.gz,TCGA-E2-A573,TCGA-E2-A573-01,TCGA-E2-A573-01A,TCGA-E2-A573-01Z,TCGA-E2-A573-01Z-00-DX1,TCGA-E2-A573-01Z-00-DX1.D6633BC2-524D-4153-952F-6B1D8D067370.svs
Primary Tumor,f44f49bb-8ee8-4a2d-9fff-6a0175f2756a,915d5363-e343-4154-86cb-dbef1a586192.FPKM-UQ.txt.gz,TCGA-E2-A574,TCGA-E2-A574-01,TCGA-E2-A574-01A,TCGA-E2-A574-01Z,TCGA-E2-A574-01Z-00-DX1,TCGA-E2-A574-01Z-00-DX1.60341091-B118-4F20-9ADB-FB2886790B0E.svs
Primary Tumor,a5045840-ce47-4a44-89fc-d4abfe6e341d,c595d44f-7e4f-4ade-9c9a-87b44ccac393.FPKM-UQ.txt.gz,TCGA-E2-A576,TCGA-E2-A576-01,TCGA-E2-A576-01A,TCGA-E2-A576-01Z,TCGA-E2-A576-01Z-00-DX1,TCGA-E2-A576-01Z-00-DX1.2E045763-7EB0-48F5-8C47-E4B84287D739.svs
Primary Tumor,fd0eefd3-e66f-49d0-afdd-dd350f583dd0,df706741-6d56-4953-8d15-ef916d73848a.FPKM-UQ.txt.gz,TCGA-E2-A9RU,TCGA-E2-A9RU-01,TCGA-E2-A9RU-01A,TCGA-E2-A9RU-01Z,TCGA-E2-A9RU-01Z-00-DX1,TCGA-E2-A9RU-01Z-00-DX1.A06BE284-B9DC-4B45-A202-A9D027AEEDD9.svs
Primary Tumor,d3dc4ffb-e290-4753-a1da-b5f1b4688945,e6bec4f4-0b51-43ba-b62b-5af777712488.FPKM-UQ.txt.gz,TCGA-E9-A1N3,TCGA-E9-A1N3-01,TCGA-E9-A1N3-01A,TCGA-E9-A1N3-01Z,TCGA-E9-A1N3-01Z-00-DX1,TCGA-E9-A1N3-01Z-00-DX1.608fb360-17bf-4f85-b090-b8fc867831a3.svs
Primary Tumor,835d1ae6-7e63-401d-b70d-e90aa3007117,d487c477-1052-4b32-8df9-edf0e6872bd4.FPKM-UQ.txt.gz,TCGA-E9-A1N4,TCGA-E9-A1N4-01,TCGA-E9-A1N4-01A,TCGA-E9-A1N4-01Z,TCGA-E9-A1N4-01Z-00-DX1,TCGA-E9-A1N4-01Z-00-DX1.71c8d4a5-ec99-4012-9fe2-ddb3349ad5bc.svs
Primary Tumor,a20950c5-63ec-44cb-87fc-eeb9e2dcf07d,c1c978e4-95c1-4d48-9f83-b290656f1995.FPKM-UQ.txt.gz,TCGA-E9-A1N5,TCGA-E9-A1N5-01,TCGA-E9-A1N5-01A,TCGA-E9-A1N5-01Z,TCGA-E9-A1N5-01Z-00-DX1,TCGA-E9-A1N5-01Z-00-DX1.94DE7B4B-3798-4CC2-8A64-77796A58821A.svs
Primary Tumor,8981d596-efc8-4453-bee9-259fd00717f4,b3ae3d7d-e056-444a-8d27-39faa849ae37.FPKM-UQ.txt.gz,TCGA-E9-A1N6,TCGA-E9-A1N6-01,TCGA-E9-A1N6-01A,TCGA-E9-A1N6-01Z,TCGA-E9-A1N6-01Z-00-DX1,TCGA-E9-A1N6-01Z-00-DX1.C0E8FFDC-2614-4DBF-B51E-4646A3919911.svs
Primary Tumor,c2484585-898e-490f-9c38-5724aae5a033,8247ad98-4681-438c-880e-ff2a89b5a094.FPKM-UQ.txt.gz,TCGA-E9-A1N8,TCGA-E9-A1N8-01,TCGA-E9-A1N8-01A,TCGA-E9-A1N8-01Z,TCGA-E9-A1N8-01Z-00-DX1,TCGA-E9-A1N8-01Z-00-DX1.1243AB1C-75A3-4A5E-9674-53992E6DD377.svs
Primary Tumor,8b3222c0-5439-4de8-8b3b-2ad891cf4185,f02c6de4-67f9-465e-bbc1-3d48ae377313.FPKM-UQ.txt.gz,TCGA-E9-A1N9,TCGA-E9-A1N9-01,TCGA-E9-A1N9-01A,TCGA-E9-A1N9-01Z,TCGA-E9-A1N9-01Z-00-DX1,TCGA-E9-A1N9-01Z-00-DX1.982C83A6-0E06-47B3-A7C7-1773A2CD1771.svs
Primary Tumor,3b9575c1-0d7c-4288-aba6-83fde2d74af7,883728dd-ee8e-41ff-9507-1893977ad754.FPKM-UQ.txt.gz,TCGA-E9-A1NA,TCGA-E9-A1NA-01,TCGA-E9-A1NA-01A,TCGA-E9-A1NA-01Z,TCGA-E9-A1NA-01Z-00-DX1,TCGA-E9-A1NA-01Z-00-DX1.2A2FE8BB-621E-43A2-8449-F8FE730C0487.svs
Primary Tumor,21d8f992-784d-4574-a75d-b083531cd2a0,e8f5bbce-2f4b-4e79-a746-c374ffc57037.FPKM-UQ.txt.gz,TCGA-E9-A1NC,TCGA-E9-A1NC-01,TCGA-E9-A1NC-01A,TCGA-E9-A1NC-01Z,TCGA-E9-A1NC-01Z-00-DX1,TCGA-E9-A1NC-01Z-00-DX1.20edf036-8ba6-4187-a74c-124fc39f5aa1.svs
Primary Tumor,8770082d-327e-4615-be2a-826edad1c1c3,4dddb0ad-1c56-4100-9f5e-a0e9722a12f9.FPKM-UQ.txt.gz,TCGA-E9-A1ND,TCGA-E9-A1ND-01,TCGA-E9-A1ND-01A,TCGA-E9-A1ND-01Z,TCGA-E9-A1ND-01Z-00-DX1,TCGA-E9-A1ND-01Z-00-DX1.5C2F5250-A3B2-4B97-9E11-56CF3C7CA2DB.svs
