Sample_Type,RNA_File_ID,RNA_File_Name,Case_ID,Sample_ID,RNA_Sample_ID,Slide_Sample_ID,Slide_ID,Slide_File_Name
Primary Tumor,ecd188c7-4c0f-46ba-a4d1-4a7693dc8a45,69878c97-02ab-4504-9506-aea3adbee455.FPKM-UQ.txt.gz,TCGA-A8-A07R,TCGA-A8-A07R-01,TCGA-A8-A07R-01A,TCGA-A8-A07R-01Z,TCGA-A8-A07R-01Z-00-DX1,TCGA-A8-A07R-01Z-00-DX1.D716752E-86AF-468B-A905-A7894B978F22.svs
Primary Tumor,e0d077b6-ad16-4eb9-9626-4f60e6449305,82cc9906-3664-4b13-bdb6-405db9d15e31.FPKM-UQ.txt.gz,TCGA-A8-A07S,TCGA-A8-A07S-01,TCGA-A8-A07S-01A,TCGA-A8-A07S-01Z,TCGA-A8-A07S-01Z-00-DX1,TCGA-A8-A07S-01Z-00-DX1.34AFF327-E7FD-49E1-B918-0C09129581FB.svs
Primary Tumor,0c77bdf0-1fec-4545-9c78-7809818bae45,2807d45f-9e15-4e06-8336-de7295fc7509.FPKM-UQ.txt.gz,TCGA-A8-A07U,TCGA-A8-A07U-01,TCGA-A8-A07U-01A,TCGA-A8-A07U-01Z,TCGA-A8-A07U-01Z-00-DX1,TCGA-A8-A07U-01Z-00-DX1.69D356C3-C7FC-47E9-B753-BE421263343F.svs
Primary Tumor,d182e3e7-c6ec-4bd2-8674-327220547225,ec83d8bd-7f42-4be1-aa49-18b436bf7cce.FPKM-UQ.txt.gz,TCGA-A8-A07W,TCGA-A8-A07W-01,TCGA-A8-A07W-01A,TCGA-A8-A07W-01Z,TCGA-A8-A07W-01Z-00-DX1,TCGA-A8-A07W-01Z-00-DX1.5970CF33-D675-4AF4-800F-7182AA1A44A6.svs
Primary Tumor,08be15a3-9f74-41b6-93d9-345601c5cda9,bc7f010c-02d8-4cde-ac36-f11eb5d0042b.FPKM-UQ.txt.gz,TCGA-A8-A07Z,TCGA-A8-A07Z-01,TCGA-A8-A07Z-01A,TCGA-A8-A07Z-01Z,TCGA-A8-A07Z-01Z-00-DX1,TCGA-A8-A07Z-01Z-00-DX1.713945D9-6855-456D-87FB-EF8AF8980F51.svs
Primary Tumor,b4262fe1-6bf8-4dc9-8938-f39ebb626844,d09f7126-4c4b-4f95-918c-b12b5ca080e3.FPKM-UQ.txt.gz,TCGA-A8-A081,TCGA-A8-A081-01,TCGA-A8-A081-01A,TCGA-A8-A081-01Z,TCGA-A8-A081-01Z-00-DX1,TCGA-A8-A081-01Z-00-DX1.06D727F7-4B41-419B-A251-3D804235ACE5.svs
Primary Tumor,2a02de25-af53-4181-a0e1-5aaa03c0ce1d,e7d40080-17f9-4d2c-a5dd-33ac2fb61f31.FPKM-UQ.txt.gz,TCGA-A8-A082,TCGA-A8-A082-01,TCGA-A8-A082-01A,TCGA-A8-A082-01Z,TCGA-A8-A082-01Z-00-DX1,TCGA-A8-A082-01Z-00-DX1.5F82E38D-0DFD-4C2C-BC05-8F0EFEFC507C.svs
Primary Tumor,8e3905e7-6b96-488e-9a12-8e4c1c77b308,a526094a-eada-4f8e-a73a-12761c1f25b3.FPKM-UQ.txt.gz,TCGA-A8-A083,TCGA-A8-A083-01,TCGA-A8-A083-01A,TCGA-A8-A083-01Z,TCGA-A8-A083-01Z-00-DX1,TCGA-A8-A083-01Z-00-DX1.AD121BA9-B5FA-4A03-869B-8FE2C5014CE0.svs
Primary Tumor,68a26be7-32bb-4834-a67f-d1a766720f12,3db1a6bc-c9e9-48d3-ba3f-394cd2f693c5.FPKM-UQ.txt.gz,TCGA-A8-A084,TCGA-A8-A084-01,TCGA-A8-A084-01A,TCGA-A8-A084-01Z,TCGA-A8-A084-01Z-00-DX1,TCGA-A8-A084-01Z-00-DX1.2B52D1B8-5AD4-4BD6-ADF7-9D65B8EE2621.svs
Primary Tumor,d47953ca-622d-44fe-ac32-9a963c08c5f0,dfe06359-c16a-4959-bb04-298f18474a17.FPKM-UQ.txt.gz,TCGA-A8-A085,TCGA-A8-A085-01,TCGA-A8-A085-01A,TCGA-A8-A085-01Z,TCGA-A8-A085-01Z-00-DX1,TCGA-A8-A085-01Z-00-DX1.0DA29016-AEA4-4E5F-B679-83095A79F5B3.svs
Primary Tumor,2c190260-e035-4c67-b44a-86539ce3aa97,8867e7c2-0694-4172-a51e-9267a01f0658.FPKM-UQ.txt.gz,TCGA-A8-A086,TCGA-A8-A086-01,TCGA-A8-A086-01A,TCGA-A8-A086-01Z,TCGA-A8-A086-01Z-00-DX1,TCGA-A8-A086-01Z-00-DX1.E5FD8C53-2068-4018-B3C0-08EED253ACD2.svs
Primary Tumor,94cfae17-396c-4d23-a494-d74b74ade5ec,7acdfb7e-882e-43cb-a449-e1bff9869637.FPKM-UQ.txt.gz,TCGA-A8-A08A,TCGA-A8-A08A-01,TCGA-A8-A08A-01A,TCGA-A8-A08A-01Z,TCGA-A8-A08A-01Z-00-DX1,TCGA-A8-A08A-01Z-00-DX1.3BB777A0-8652-4483-8DD6-8EB88AB0A8EF.svs
Primary Tumor,64f84c1f-b4af-486b-859e-a2a024f659de,1f81c6d5-6a0b-43d8-b4e9-64ccd4d76291.FPKM-UQ.txt.gz,TCGA-A8-A08B,TCGA-A8-A08B-01,TCGA-A8-A08B-01A,TCGA-A8-A08B-01Z,TCGA-A8-A08B-01Z-00-DX1,TCGA-A8-A08B-01Z-00-DX1.416316FD-E8BF-402C-939A-08920F08A181.svs
Primary Tumor,305dbc71-2339-48af-a890-c5810cb37ac7,6c6d7c1d-7a53-4877-8cbe-f50a26e7156b.FPKM-UQ.txt.gz,TCGA-A8-A08C,TCGA-A8-A08C-01,TCGA-A8-A08C-01A,TCGA-A8-A08C-01Z,TCGA-A8-A08C-01Z-00-DX1,TCGA-A8-A08C-01Z-00-DX1.0602211C-1098-4711-AA41-8F56B11DB36F.svs
Primary Tumor,561232b8-e4f6-47cb-b693-9ce27aa44f7d,648e4d91-e53f-47c8-b343-e224d2a72956.FPKM-UQ.txt.gz,TCGA-A8-A08F,TCGA-A8-A08F-01,TCGA-A8-A08F-01A,TCGA-A8-A08F-01Z,TCGA-A8-A08F-01Z-00-DX1,TCGA-A8-A08F-01Z-00-DX1.9D2222F6-1425-46FD-BC94-728EF835FAC2.svs
Primary Tumor,39b32dd0-adb8-4fab-b388-0baf9d952b2d,411e5567-82fd-4cc8-99ea-5ed9bd3a198e.FPKM-UQ.txt.gz,TCGA-A8-A08G,TCGA-A8-A08G-01,TCGA-A8-A08G-01A,TCGA-A8-A08G-01Z,TCGA-A8-A08G-01Z-00-DX1,TCGA-A8-A08G-01Z-00-DX1.C3BB7FEC-91B7-4B45-8DFC-36CABCC0FD57.svs
Primary Tumor,9273eb6c-d546-42b4-ae27-6f8c1e76e0be,d5639603-bb2f-4385-b769-c1a48e44ec43.FPKM-UQ.txt.gz,TCGA-A8-A08H,TCGA-A8-A08H-01,TCGA-A8-A08H-01A,TCGA-A8-A08H-01Z,TCGA-A8-A08H-01Z-00-DX1,TCGA-A8-A08H-01Z-00-DX1.6AA6A530-3BD3-4582-9D6B-8AE3B4A73948.svs
Primary Tumor,45face6f-ba01-44cb-9612-13b2dc0c5fb3,938f73df-ebb5-4905-926d-e609a601d9b5.FPKM-UQ.txt.gz,TCGA-A8-A08I,TCGA-A8-A08I-01,TCGA-A8-A08I-01A,TCGA-A8-A08I-01Z,TCGA-A8-A08I-01Z-00-DX1,TCGA-A8-A08I-01Z-00-DX1.96A0065E-5430-40F6-835E-1A7238A79DDA.svs
Primary Tumor,9a4e839d-5516-4e3c-8ca3-3d54a817f7ec,bab0168d-a91c-4977-a3bc-6958a0e49473.FPKM-UQ.txt.gz,TCGA-A8-A08J,TCGA-A8-A08J-01,TCGA-A8-A08J-01A,TCGA-A8-A08J-01Z,TCGA-A8-A08J-01Z-00-DX1,TCGA-A8-A08J-01Z-00-DX1.4607286A-033B-4C44-8306-50DB9C596166.svs
Primary Tumor,e0d609ea-5d7c-493f-8049-02e5c6e22ff9,9cc0c202-2c59-4b3b-98d4-b79f61906879.FPKM-UQ.txt.gz,TCGA-A8-A08L,TCGA-A8-A08L-01,TCGA-A8-A08L-01A,TCGA-A8-A08L-01Z,TCGA-A8-A08L-01Z-00-DX1,TCGA-A8-A08L-01Z-00-DX1.0FC652B1-336D-4198-93FE-58D2214866D3.svs
Primary Tumor,299114e6-2980-41ce-91c0-4e411b29670e,f6170d9d-53fb-478d-b305-ab3fd5c4ecc8.FPKM-UQ.txt.gz,TCGA-A8-A08O,TCGA-A8-A08O-01,TCGA-A8-A08O-01A,TCGA-A8-A08O-01Z,TCGA-A8-A08O-01Z-00-DX1,TCGA-A8-A08O-01Z-00-DX1.BC87C01D-F081-41CA-939A-875C61588E88.svs
Primary Tumor,c611fbb1-abcc-479c-862b-f59346f5a876,d65ba1da-680e-424f-a82c-e50eba2e64b7.FPKM-UQ.txt.gz,TCGA-A8-A08P,TCGA-A8-A08P-01,TCGA-A8-A08P-01A,TCGA-A8-A08P-01Z,TCGA-A8-A08P-01Z-00-DX1,TCGA-A8-A08P-01Z-00-DX1.431A1290-9CF4-4CE7-A9F0-13F9ADA46ADA.svs
Primary Tumor,e449564d-bb15-4bc2-ab01-36a40172a710,cf52b0c5-b1b7-4f0a-b5a1-f1924b39046f.FPKM-UQ.txt.gz,TCGA-A8-A08R,TCGA-A8-A08R-01,TCGA-A8-A08R-01A,TCGA-A8-A08R-01Z,TCGA-A8-A08R-01Z-00-DX1,TCGA-A8-A08R-01Z-00-DX1.72FBD9A3-5EB9-4855-89EB-697883C2EA9B.svs
Primary Tumor,ed4e557d-1942-4e52-8483-9f7ce67bc6f2,ed4ae015-8f5e-49b5-886d-e8489ca1b013.FPKM-UQ.txt.gz,TCGA-A8-A08S,TCGA-A8-A08S-01,TCGA-A8-A08S-01A,TCGA-A8-A08S-01Z,TCGA-A8-A08S-01Z-00-DX1,TCGA-A8-A08S-01Z-00-DX1.C0E044C2-FC3F-4E3D-A779-A725FF375F21.svs
Primary Tumor,c93ce392-0210-4efa-a1f9-93f78a91c150,42866dc5-1fed-4d60-9177-9ad8e4ae8168.FPKM-UQ.txt.gz,TCGA-A8-A08T,TCGA-A8-A08T-01,TCGA-A8-A08T-01A,TCGA-A8-A08T-01Z,TCGA-A8-A08T-01Z-00-DX1,TCGA-A8-A08T-01Z-00-DX1.ABA1ABF2-DDB1-4E31-89DC-0F7821311D11.svs
Primary Tumor,93fea219-8d64-4547-9985-869321156798,c9be46f4-2800-4c95-9d0b-4d221dedde19.FPKM-UQ.txt.gz,TCGA-A8-A08X,TCGA-A8-A08X-01,TCGA-A8-A08X-01A,TCGA-A8-A08X-01Z,TCGA-A8-A08X-01Z-00-DX1,TCGA-A8-A08X-01Z-00-DX1.01FB49CC-6B8E-4317-8C42-6B6D81187A40.svs
Primary Tumor,952b62b8-1332-4970-936f-3b7bdd2b73e3,1943018e-c964-4fd1-b23a-92c1202257b0.FPKM-UQ.txt.gz,TCGA-A8-A08Z,TCGA-A8-A08Z-01,TCGA-A8-A08Z-01A,TCGA-A8-A08Z-01Z,TCGA-A8-A08Z-01Z-00-DX1,TCGA-A8-A08Z-01Z-00-DX1.D0AADCA6-C27C-4FB8-89C1-94B5901146E7.svs
Primary Tumor,6d278c9c-5408-4ef0-8eaa-2fb432d60462,2f01ef65-282d-46a3-acb9-97a27fc30a97.FPKM-UQ.txt.gz,TCGA-A8-A090,TCGA-A8-A090-01,TCGA-A8-A090-01A,TCGA-A8-A090-01Z,TCGA-A8-A090-01Z-00-DX1,TCGA-A8-A090-01Z-00-DX1.01574070-D65E-486F-B69D-0F8E3816D057.svs
Primary Tumor,d6144238-4d3f-490c-b47f-ed703e58bddb,be6d9906-45f4-4e32-83d0-327fa8c21666.FPKM-UQ.txt.gz,TCGA-A8-A091,TCGA-A8-A091-01,TCGA-A8-A091-01A,TCGA-A8-A091-01Z,TCGA-A8-A091-01Z-00-DX1,TCGA-A8-A091-01Z-00-DX1.1F38CADB-A093-416E-A8A8-31E61CD730BA.svs
Primary Tumor,bd7fff92-108e-4504-8697-3c800ccc0abe,3fcf11cb-f4ef-4adf-ae8c-f6f225fafebd.FPKM-UQ.txt.gz,TCGA-A8-A092,TCGA-A8-A092-01,TCGA-A8-A092-01A,TCGA-A8-A092-01Z,TCGA-A8-A092-01Z-00-DX1,TCGA-A8-A092-01Z-00-DX1.2A55EA0C-47CD-426B-9697-F2B761730585.svs
Primary Tumor,3939c1b5-b57a-41d3-a426-c1a41ab7152a,b33cca42-eff2-412d-a35b-9b35379f2997.FPKM-UQ.txt.gz,TCGA-A8-A093,TCGA-A8-A093-01,TCGA-A8-A093-01A,TCGA-A8-A093-01Z,TCGA-A8-A093-01Z-00-DX1,TCGA-A8-A093-01Z-00-DX1.1C8056D1-11CD-482D-9A23-3A9D1B4E63F0.svs
Primary Tumor,256fd7d8-fe5c-4b00-9fbd-ebe67447162d,46c0216c-ff17-4ebf-ad8f-b054542fc2a9.FPKM-UQ.txt.gz,TCGA-A8-A094,TCGA-A8-A094-01,TCGA-A8-A094-01A,TCGA-A8-A094-01Z,TCGA-A8-A094-01Z-00-DX1,TCGA-A8-A094-01Z-00-DX1.6750B72A-FEC7-49FA-8520-FCF101CA59AC.svs
Primary Tumor,9782253e-d836-4706-9199-4260a48057fb,801d0a1e-b2c9-4e05-bd6b-15322b0458c6.FPKM-UQ.txt.gz,TCGA-A8-A095,TCGA-A8-A095-01,TCGA-A8-A095-01A,TCGA-A8-A095-01Z,TCGA-A8-A095-01Z-00-DX1,TCGA-A8-A095-01Z-00-DX1.97072E53-7323-4836-9D58-22B7C346A7CE.svs
Primary Tumor,8faf9771-a932-4019-b090-f4c2d469e651,087227b4-113f-4319-964c-ff20c789038f.FPKM-UQ.txt.gz,TCGA-A8-A096,TCGA-A8-A096-01,TCGA-A8-A096-01A,TCGA-A8-A096-01Z,TCGA-A8-A096-01Z-00-DX1,TCGA-A8-A096-01Z-00-DX1.FCECFB0D-4E02-4C69-A0FE-7D6C7F9FEB07.svs
Primary Tumor,f0273ec7-56ab-4fd3-be3b-b89bfd936ab0,9db4e7bf-c6e2-4774-bf72-7092224aa5bf.FPKM-UQ.txt.gz,TCGA-A8-A097,TCGA-A8-A097-01,TCGA-A8-A097-01A,TCGA-A8-A097-01Z,TCGA-A8-A097-01Z-00-DX1,TCGA-A8-A097-01Z-00-DX1.4D06990E-E759-40F0-9106-59408CF350E5.svs
Primary Tumor,4fabd549-8369-4a26-b147-e08c5eed3bc2,d7cd82fa-6b87-4d9b-af1d-b029dfc1d4bc.FPKM-UQ.txt.gz,TCGA-A8-A099,TCGA-A8-A099-01,TCGA-A8-A099-01A,TCGA-A8-A099-01Z,TCGA-A8-A099-01Z-00-DX1,TCGA-A8-A099-01Z-00-DX1.B19C28B5-FEBC-49B4-A60E-E6B85BB00DD7.svs
Primary Tumor,2c8b8533-f443-47e8-b936-6fd381a54e9a,709670f6-cbb6-49ac-bc82-982be7eff36a.FPKM-UQ.txt.gz,TCGA-A8-A09A,TCGA-A8-A09A-01,TCGA-A8-A09A-01A,TCGA-A8-A09A-01Z,TCGA-A8-A09A-01Z-00-DX1,TCGA-A8-A09A-01Z-00-DX1.78773A6C-BA8A-46BE-AC2A-9C6FDAB45622.svs
Primary Tumor,b3386760-9d8e-4e5d-9441-10ca98fe6b86,0dd6e77a-a4e0-46bd-a382-64eb35bca67d.FPKM-UQ.txt.gz,TCGA-A8-A09B,TCGA-A8-A09B-01,TCGA-A8-A09B-01A,TCGA-A8-A09B-01Z,TCGA-A8-A09B-01Z-00-DX1,TCGA-A8-A09B-01Z-00-DX1.97CCDA89-AB73-4F05-A900-668160227B78.svs
Primary Tumor,c0481ac0-3813-4c39-ac81-28ed51e6e5ab,49169d14-c16b-4f51-9cf6-4191d3d2e25f.FPKM-UQ.txt.gz,TCGA-A8-A09D,TCGA-A8-A09D-01,TCGA-A8-A09D-01A,TCGA-A8-A09D-01Z,TCGA-A8-A09D-01Z-00-DX1,TCGA-A8-A09D-01Z-00-DX1.66312A8A-88BA-4B58-96DF-1A7AC39F9E4A.svs
Primary Tumor,11137371-4f96-4913-82fe-833375ecbff3,fae9bd48-6621-4fdf-86dd-8555f9695a08.FPKM-UQ.txt.gz,TCGA-A8-A09E,TCGA-A8-A09E-01,TCGA-A8-A09E-01A,TCGA-A8-A09E-01Z,TCGA-A8-A09E-01Z-00-DX1,TCGA-A8-A09E-01Z-00-DX1.239A8E03-49EA-4C29-AF86-FC1BD8A9DB20.svs
Primary Tumor,a092b508-b347-4ed1-a443-d547d9b62162,aaec9256-9b45-4208-8eed-29e590c34c09.FPKM-UQ.txt.gz,TCGA-A8-A09G,TCGA-A8-A09G-01,TCGA-A8-A09G-01A,TCGA-A8-A09G-01Z,TCGA-A8-A09G-01Z-00-DX1,TCGA-A8-A09G-01Z-00-DX1.B834728C-DAC5-4463-961D-7E3B220905C1.svs
Primary Tumor,f8440564-e1fd-4560-afef-ed4753f9503b,e9422605-b2da-42b0-aa64-a98472834140.FPKM-UQ.txt.gz,TCGA-A8-A09I,TCGA-A8-A09I-01,TCGA-A8-A09I-01A,TCGA-A8-A09I-01Z,TCGA-A8-A09I-01Z-00-DX1,TCGA-A8-A09I-01Z-00-DX1.B738E479-8766-4766-B012-B32AC2F27533.svs
Primary Tumor,4fdc9fc2-24ea-480f-a3ac-bec0e44c3e7f,09469727-dd69-43ea-b577-6941f597d6d9.FPKM-UQ.txt.gz,TCGA-A8-A09K,TCGA-A8-A09K-01,TCGA-A8-A09K-01A,TCGA-A8-A09K-01Z,TCGA-A8-A09K-01Z-00-DX1,TCGA-A8-A09K-01Z-00-DX1.41B2DF5F-C0E1-43BB-BAA5-2946A9EC4650.svs
Primary Tumor,efe45fb6-7a51-4986-ae78-89d44e478123,fc6344e0-37d2-45dc-843b-02c6ba035f22.FPKM-UQ.txt.gz,TCGA-A8-A09M,TCGA-A8-A09M-01,TCGA-A8-A09M-01A,TCGA-A8-A09M-01Z,TCGA-A8-A09M-01Z-00-DX1,TCGA-A8-A09M-01Z-00-DX1.E2CEA8B5-C86D-4873-BE67-359FBEECCA09.svs
Primary Tumor,8154469f-a060-4ec5-aca4-2022dca6ede2,3ec6ccd2-6cd9-4094-8a3d-98ae065ff95c.FPKM-UQ.txt.gz,TCGA-A8-A09N,TCGA-A8-A09N-01,TCGA-A8-A09N-01A,TCGA-A8-A09N-01Z,TCGA-A8-A09N-01Z-00-DX1,TCGA-A8-A09N-01Z-00-DX1.A0E4EF10-5BFF-46A0-94C7-578EA3A88599.svs
Primary Tumor,517dd34f-1a84-4278-957a-2e0102ee0e7e,249889ba-18de-40e0-8b54-683f7230e42a.FPKM-UQ.txt.gz,TCGA-A8-A09Q,TCGA-A8-A09Q-01,TCGA-A8-A09Q-01A,TCGA-A8-A09Q-01Z,TCGA-A8-A09Q-01Z-00-DX1,TCGA-A8-A09Q-01Z-00-DX1.C7240AFB-5971-4577-812C-A255C249001A.svs
Primary Tumor,55f7c40e-25ed-4384-994c-7f954aa06cee,63b48baa-7826-4b1e-ae67-7cdbd36a4e92.FPKM-UQ.txt.gz,TCGA-A8-A09R,TCGA-A8-A09R-01,TCGA-A8-A09R-01A,TCGA-A8-A09R-01Z,TCGA-A8-A09R-01Z-00-DX1,TCGA-A8-A09R-01Z-00-DX1.392580F3-0CE5-4EDB-91CF-814AAD0DB649.svs
Primary Tumor,a59c0c21-d58f-4776-8273-b4451d233627,4b5014a3-d76e-485d-b8fa-6c2bbc9ba308.FPKM-UQ.txt.gz,TCGA-A8-A09T,TCGA-A8-A09T-01,TCGA-A8-A09T-01A,TCGA-A8-A09T-01Z,TCGA-A8-A09T-01Z-00-DX1,TCGA-A8-A09T-01Z-00-DX1.4183BBA4-AF11-4602-9EC2-35083C34A393.svs
Primary Tumor,06c57c51-f444-42f6-802a-e3e7163c466b,40d9de72-e2ee-4bd1-9c1f-b5a6df9ce3e1.FPKM-UQ.txt.gz,TCGA-A8-A09V,TCGA-A8-A09V-01,TCGA-A8-A09V-01A,TCGA-A8-A09V-01Z,TCGA-A8-A09V-01Z-00-DX1,TCGA-A8-A09V-01Z-00-DX1.2D6731CA-5712-4EB8-8602-E53301BF4238.svs
Primary Tumor,b11ad0b9-d17a-4cea-b28e-a653e301b46d,f0537081-d849-4717-8cf3-eef54655c198.FPKM-UQ.txt.gz,TCGA-A8-A09W,TCGA-A8-A09W-01,TCGA-A8-A09W-01A,TCGA-A8-A09W-01Z,TCGA-A8-A09W-01Z-00-DX1,TCGA-A8-A09W-01Z-00-DX1.BF33B0F9-5786-4682-B59E-DCBD33D7BB03.svs
Primary Tumor,1faa40ad-9590-4456-b0a2-8f2626996964,e3a6fb76-0374-4823-91ec-7caaad95f1b9.FPKM-UQ.txt.gz,TCGA-A8-A09X,TCGA-A8-A09X-01,TCGA-A8-A09X-01A,TCGA-A8-A09X-01Z,TCGA-A8-A09X-01Z-00-DX1,TCGA-A8-A09X-01Z-00-DX1.17B5BE28-944F-427B-8F90-44885C3EDD36.svs
Primary Tumor,7a699222-93bf-4061-bf50-0a0ff90535f4,0632152a-63d4-422f-a105-de29b83e3523.FPKM-UQ.txt.gz,TCGA-A8-A09Z,TCGA-A8-A09Z-01,TCGA-A8-A09Z-01A,TCGA-A8-A09Z-01Z,TCGA-A8-A09Z-01Z-00-DX1,TCGA-A8-A09Z-01Z-00-DX1.D56497BE-5099-4537-9600-60F3213F7BF5.svs
Primary Tumor,499c5053-c704-445d-a58c-0a02b9f29123,c9719194-63d1-4e32-8ce4-7f0a62319025.FPKM-UQ.txt.gz,TCGA-A8-A0A1,TCGA-A8-A0A1-01,TCGA-A8-A0A1-01A,TCGA-A8-A0A1-01Z,TCGA-A8-A0A1-01Z-00-DX1,TCGA-A8-A0A1-01Z-00-DX1.CA64E221-E2A8-42B5-B611-25B9FE5FB0B0.svs
Primary Tumor,ed65ba75-83f8-4f40-9b6e-3f271dae6a45,f9365670-8213-4263-80aa-1718e6d05dc8.FPKM-UQ.txt.gz,TCGA-A8-A0A2,TCGA-A8-A0A2-01,TCGA-A8-A0A2-01A,TCGA-A8-A0A2-01Z,TCGA-A8-A0A2-01Z-00-DX1,TCGA-A8-A0A2-01Z-00-DX1.47BCDF13-1065-466A-B7CB-F91F5EAD7D91.svs
Primary Tumor,ce084a00-fd91-4cb2-a370-1d51320ebbcf,3a7a0c28-6d64-4f3e-bfa8-750d464b0b4a.FPKM-UQ.txt.gz,TCGA-A8-A0A4,TCGA-A8-A0A4-01,TCGA-A8-A0A4-01A,TCGA-A8-A0A4-01Z,TCGA-A8-A0A4-01Z-00-DX1,TCGA-A8-A0A4-01Z-00-DX1.06C38F98-F34B-49F0-AFB5-7F0086188346.svs
Primary Tumor,baec991d-fbb4-4639-ac2f-409bca54cc2f,e8816445-8476-4bdd-8f13-bb7f6d755b93.FPKM-UQ.txt.gz,TCGA-A8-A0A7,TCGA-A8-A0A7-01,TCGA-A8-A0A7-01A,TCGA-A8-A0A7-01Z,TCGA-A8-A0A7-01Z-00-DX1,TCGA-A8-A0A7-01Z-00-DX1.A0FD4EEF-B536-47C1-BDA1-7AC71BA3E978.svs
Primary Tumor,e30550d5-9c64-4cc0-aebc-467c671bff1c,ba2c3d6c-cca9-4de1-b307-9baec3930c1b.FPKM-UQ.txt.gz,TCGA-A8-A0A9,TCGA-A8-A0A9-01,TCGA-A8-A0A9-01A,TCGA-A8-A0A9-01Z,TCGA-A8-A0A9-01Z-00-DX1,TCGA-A8-A0A9-01Z-00-DX1.16524DDD-539D-4E47-9A8F-1B910D4FEC2D.svs
Primary Tumor,8223c0c9-22a9-471b-8bc2-4476b05d48e0,db106f15-9af2-4808-ab7b-d1ebb66a2954.FPKM-UQ.txt.gz,TCGA-A8-A0AB,TCGA-A8-A0AB-01,TCGA-A8-A0AB-01A,TCGA-A8-A0AB-01Z,TCGA-A8-A0AB-01Z-00-DX1,TCGA-A8-A0AB-01Z-00-DX1.103ED338-A0F9-403B-A10C-49840BD60EB8.svs
Primary Tumor,343d6041-8b8a-49d6-936d-cb71664be2a8,f2351cac-aee0-4de6-80eb-d5b886ff6ea0.FPKM-UQ.txt.gz,TCGA-A8-A0AD,TCGA-A8-A0AD-01,TCGA-A8-A0AD-01A,TCGA-A8-A0AD-01Z,TCGA-A8-A0AD-01Z-00-DX1,TCGA-A8-A0AD-01Z-00-DX1.A831FB53-7605-4138-9341-6BBCA284441C.svs
Primary Tumor,f6f404ff-8257-442c-b6c6-41b22efd70ea,05862db6-8464-4336-9e34-e9b5ee863829.FPKM-UQ.txt.gz,TCGA-AC-A23C,TCGA-AC-A23C-01,TCGA-AC-A23C-01A,TCGA-AC-A23C-01Z,TCGA-AC-A23C-01Z-00-DX1,TCGA-AC-A23C-01Z-00-DX1.0E67C785-83D3-49AF-B600-FB5B909AE6ED.svs
Primary Tumor,357057e5-6d13-4ed9-a1f5-a8eb21bb53c7,d952c1a5-7755-4702-9f65-3ebc2edbb057.FPKM-UQ.txt.gz,TCGA-AC-A23E,TCGA-AC-A23E-01,TCGA-AC-A23E-01A,TCGA-AC-A23E-01Z,TCGA-AC-A23E-01Z-00-DX1,TCGA-AC-A23E-01Z-00-DX1.F12A5A87-72CF-42F8-A6EC-8E7FAD80B1F7.svs
Primary Tumor,4187d291-a000-4322-a02d-801c40755608,2bb5a0f3-eaa6-4138-8bec-38c7c36c95fc.FPKM-UQ.txt.gz,TCGA-AC-A23G,TCGA-AC-A23G-01,TCGA-AC-A23G-01A,TCGA-AC-A23G-01Z,TCGA-AC-A23G-01Z-00-DX1,TCGA-AC-A23G-01Z-00-DX1.2F0326F7-6B77-4B3F-B4FA-59ADB785AA07.svs
Primary Tumor,7dc29d76-5d79-4708-99ca-281e844443d9,5627702f-b816-439c-8ae2-43b51d455432.FPKM-UQ.txt.gz,TCGA-AC-A23H,TCGA-AC-A23H-01,TCGA-AC-A23H-01A,TCGA-AC-A23H-01Z,TCGA-AC-A23H-01Z-00-DX1,TCGA-AC-A23H-01Z-00-DX1.8E0AE339-1047-4CA5-BFC5-37A3B10FD8B5.svs
Primary Tumor,0995ba80-14c7-4a73-9932-6e085e92b0b2,aa623193-428e-41b8-b051-2d9693d852f8.FPKM-UQ.txt.gz,TCGA-AC-A2B8,TCGA-AC-A2B8-01,TCGA-AC-A2B8-01A,TCGA-AC-A2B8-01Z,TCGA-AC-A2B8-01Z-00-DX1,TCGA-AC-A2B8-01Z-00-DX1.14F3A9B2-1382-436A-B53C-92FC8495AD48.svs
Primary Tumor,922f539a-a249-470e-9142-b9a05822d140,7a284ab1-3849-4c83-ae30-86cf1136f641.FPKM-UQ.txt.gz,TCGA-AC-A2BK,TCGA-AC-A2BK-01,TCGA-AC-A2BK-01A,TCGA-AC-A2BK-01Z,TCGA-AC-A2BK-01Z-00-DX1,TCGA-AC-A2BK-01Z-00-DX1.A3A1F275-9CDC-48BA-BB81-BCA6F02ACA94.svs
Primary Tumor,a2f68d3e-6b24-4bc0-98f4-40a51a2e2441,1e7b2b3b-f84d-42b2-b991-42d44f10340b.FPKM-UQ.txt.gz,TCGA-AC-A2BM,TCGA-AC-A2BM-01,TCGA-AC-A2BM-01A,TCGA-AC-A2BM-01Z,TCGA-AC-A2BM-01Z-00-DX1,TCGA-AC-A2BM-01Z-00-DX1.162A9FA9-6E61-48BF-B0A5-C6C7640ABD9B.svs
